La première fois,البريمير فوا
WTF,واش
hook,هوك
domaine,دومين
hhhh,hhhh
Ng,نتي
Walkn,باغي
tirant,نمشي
lgs3a,القفطان
La présentation,لا بريزنتاسيون
ta3,ديال
fermin lopéz,فيرمين لوبيز
lbarsa,لبارصا
majawbhash,مجاوبهاش
mtale3,مطلع
l9eftan,القفطان
lfo9,لفوق
chwi,شوي
bchwi,بشوي
mkhelto,مخلطو
tlmas,تلماس
her,هر
katjiha,كتجيها
de7ka,ضحكة
beltelfa,بالتلفة
l7echma,الحشمة
de7k,ضحك
tkhelet,تخلط
khchat,خشات
sbe3ha,صبعها
femha,فمها
3edato,عضاتو
kat7ess,كتحس
tbouricha,تبورش
katghamed,كتغمض
3iniha,عينيها
l7mel,الحمل
tnefekh,تنفخ
lwjeh,الوجه
l7nak,الحناك
katd7ek,كتضحك
kitghamdo,كيتغمضو
l3inin,العينين
lmnakher,المنخر
wellat,ولات
katban,كتبان
cute,كيوت
chiiiii,شييييي
chkel,شكل
la7do,لاحضو
7em9aaato,حمقااااتو
lahfto,لهفتو
ila,الى
janib,جانب
li,والي
m9erebch,مقربش
melli,ملي
w9e3,وقع
lmochkil,المشكيل
tle3,طلع
7iyedo,حيدو
demi,ضوني
deux,دوبييس
kerchha,كرشها
m9enbla,مقبلة
9edamo,قدامو
jato,جاتو
tale3,طالع
mennha,منها
mferre9,مفرق
rejlih,رجليه
serwal,سروال
li,الي
7el,حل
sensla,سنسلة
sedfa,صدفة
m3allem,المعلم
bayen,باين
sti3dad,استعداد
7et,حط
sba3o,صباعو
le7yto,لحيتو
kay7ek,كيحك
7adi,حاضي
jismha,جسمها
tghayer,تغير
wakha,وخا
bel9a,بلقة
lakin,لكن
lounha,لونها
tbeddel,تبدل
lklef,الكلف
hadou,هذو
houma,هما
taghyirat,تغييرات
kaywe93o,كيوقعو
7bes,حبس
l7araka,الحركة
3ed,عض
chfayfo,شفايفو
injidab,انجذاب
maytkellem,ميتكلم
Yamna,يامنة
herha,هرها
sderha,صدرها
hiya,وهي
thez,تهز
idiha,ايديها
7ethatoum,حطاتهم
che3ro,شعرو
sba3ha,صباعها
cheddato,شداتو
raso,فراسو
kad7ek,كضحك
Fouaaad,فؤاااااااد
dafen,دااافن
temma,تما
mostamti3,مستمتع
ydouz,يدوز
koul,كل
inch,انش
katherrniiii,كتهرنيييي
mjawebhash,مجاوبهاش
hez,هز
jebhto,جبهتو
jebhtha,جبهتها
kay7arek,كيحرك
rasha,راسها
kayemchiw,كيمشيو
yjiw,ويجيو
bzouj,بزوج
da3eb,داعب
nifo,نيفو
nifha,نيفها
khtef,خطف
9obla,قبلة
3la,عالسريع
chfayfha,شفايفها
kayter3do,يترعدو
chnoooo,شنوووو
malek,مالك
7ellet,حلت
jaw,وجاو
mobachara,مباشرة
3inih,عينيه
malich,ماليش
sbe3o,صبعو
kaytelle3,كيطلع
yhbet,ويهبط
chnifatek,شنيفاتك
l7elwin,الحلوييين
mankhalihoumch,منخليهمش
blach,بلاش
ghzali,اغزالي
btasmet,ابتاسمت
houma,وهما
mazalin,مزالين
lwad3iya,الوضعيه
nebdaw,نبداو
bihoum,بيهم
lewlin,لولين
7adret,حدرت
mobtasima,مبتاسمة
jam3a,جامعة
hmhhhhh,همههههه
nebda,نبدا
chfayfek,شفايفك
tebday,تبداي
Fouad,فؤااااد
Souhayb,صهيب
Sara,سارة
walini,وليني
tigoul,تيقول
nemchiw,نمشيو
Dakhla,داخلة
Hoceima,الحسيمة
ach,اش
lmout,الموت
gha,غالموت
ndoro,نضورو
finma,فينما
3yina,عيينا
n7ebso,نحبسو
nerta7o,تنرتاحو
nchoufo,ونشوفو
lblayes,البلايص
bghit,بغيت
n3es,نعس
7oubbi,حبي
bghiiit,بغييييت
habet,هابط
lt7et,لتحت
jarda,جردة
hebbet,هبط
ftri9o,فطريقو
l9a,لقا
sab9o,سابقو
tahou,تاهو
beddel,بدل
kharjo,وخرجو
gleso,جلسو
sa3to,ساعتو
l9***,لق***
majach,مجاش
mderna,مدرنا
nsay,نساي
ghlet,غلطت
makanch,مكانش
3liya,علية
ndir,ندير
hakkak,هكاك
ghadi,غاذي
nsel7ouh,نصلحوه
nekhtbouk,ونخطبوك
simana,سيمانة
jaya,جايا
Youssra,يوسرى
baraka,براكة
ketterti,كترتي
khrej,خرج
ki3ref,يعرف
Youssra,يسرى
3arefha,عارفها
darhoum,دارهم
chene9,شنق
la7,لاح
tilifoun,تيليفون
belkhel3a,بالخلعة
ma3refo,معرفو
b3et,بعث
l7maaaar,الحماااار
aaaa,اااا
ach,اااش
aaaach,اااااش
tatkherbe9,تتخربق
yen3el,ينعل
bou,بو
7ayat,حياة
mmek,مك
9alha,قالها
r3wani,الرعواااني
9lil,قليل
3effa,العفة
tfoo,تفوووو
tlaaa9,طلاااق
menni,منني
sdemtiiini,صدمتييييني
ma3ndich,معنديش
khout,خوت
hadchi,لهادشي
khooook,خوووووك
khoook,خوووك
3lah,علاه
ghiiiir,غييييير
weld,ولد
mrabyana,مربيانا
tkhchiti,تخشيتي
m3ana,معانا
mashi,مخويا
mat9reb,متقرب
nad,ناض
we9fto,وقفتو
bjehd,بجهد
dar,ضار
t9abel,تقابل
m3aha,معاها
7emriiiiiin,حمرييييييين
kayter3ed,يترعد
ma9elt,مقلت
w,وو
kayehder,كيهضر
ykhbet,يخبط
kat9fez,كتقفز
kaaaaaaa,كاااااااااا
t9aaaarni,تقاااارني
biyaaaa,بيااااا
waaaaa,واااا
9elt,قلت
makayn,مكاين
waaaalo,وااالو
ahy,اهى
madrebniyeech,مضربنيييييش
mcharben,مشربن
7ejbanou,حجبانو
rasmin,راسمين
tlata,ثلاثة
lkhotouta,الخطوطة
binhoum,بينهم
denya,دنيا
youm,يوم
youm,ويوم
ched,شد
ma7essch,محسش
dem3a,دمعة
imta,امتا
ne9zat,نقزت
hebta,وهبطات
namoooot,نمووووت
hada,هذا
l7el,الحل
nadra,بنضرة
chkel,فشكل
7choooma,حشوووومة
ana,انا
khouk,خوك
7ellit,حليت
3ini,عيني
westkoum,وسطكم
m3akoum,معاكم
mred3ah,مرضعاه
sharekna,شاركنا
7lib,الحليب
Eylaf,ايلاف
eyyych,اييييش
Najoud,نجود
kheddama,خدامة
dmou3o,دموعو
nezlo,نزلو
kayjriiiiiw,يجريييييييييو
anaa,انااا
7raaam,لحرااام
jem3i,جمعي
7wayjek,حوايجك
yalah,ويلاه
partma,بارطما
dart,ضارت
zerba,بسرعة
awili,اويلي
had,فهاد
lil,ليل
3laaach,علاااش
tle9iiiiiiiiiiiiiiini,طلقيييييييييييييييييني
raaaaaaniiii,راااااانيييييي
hdert,هضااااااااارت
Rawya,راوية
katbki,كتبكي
baba,بابا
ntfer9o,نتفرقو
bak,باك
dkhoul,دخل
l9ah,لقاه
3eryan,عريان
kharej,خارج
douche,دوش
khooooya,خوووويا
mmek,لمك
ghlettk,غلطك
se77o,صححو
njri,نجري
malin,مالين
syeda,سيدة
wildi,ىلدي
tani,ثاني
weldiiii,ولديييييي
Souhayyyyb,صهييييييييييييب
smiya,سمية
sme3tha,سمعتها
nossi,نصي
kaytkellem,كيتكلم
sar,صار
ichi,ايشي
3ammi,عمي
fich,فيش
techghilch,تشغلِّش
balek,بالك
l7aj,الحاج
manchghelch,منشغلش
7altha,حالته
7ala,حالة
tari,طاري
sal7ouhoum,صالحوهم
khelliwoum,خليوهم
menhoum,منهم
rashoum,راشهم
lghlat,الغلاط
ysel7o,يصلحو
drebtini,ضربتيني
ghaytjem3o,غايتجمعو
koulhoum,الهم
ya3tiwk,يعطيوك
9etla,قتلة
matfi9,متفيق
ta,تالعيد
l3id,العيد
lekbir,الكبير
lek,لك
chta9et,اشتقت
twa7echtek,تواحشتك
bzaaaf,بزاااف
we9t,وكت
ajit,اجيت
binna,بينا
wacherbi,واربييييي
nour,نور
tangoul,وتنقول
dow,ضو
cha3el,شاعل
rou7,الروح
bdat,بدات
terje3,ترجع
ybarek,يبارك
khoooooya,خوووويااا
aaa,اااا
lhbiila,الهبيلة
lbghla,البغلة
bchwiya,بشوية
taye7ti,طيحتي
lghowta,الغوتة
lkol,الكل
wejed,وجد
ab,اب
jellaba,جلابة
maskiya,مسكرية
belgha,بلغة
loun,اللون
khal,خال
mer7ba,مرحباااا
alf,الف
Souad,سعاد
bikoum,بيكم
kbir,كبييير
rebi,اربي
choufat,شوفات
3endo,عدنو
nawiha,ناويها
nit,نيت
fach,فاش
titde3e9,تيتدعق
tihbel,تيهبل
lfrekh,الفرخ
l7e9,الحق
akhouk,اخوك
ra7,راح
yferretha,يفرطها
wallah,والله
andiiiirou,انديييرو
l3ers,العرس
l7ewwat,الحوات
chyakho,شياخو
7sabi,حسابي
serfe9,صرفق
wejho,وجهو
ido,ايدو
raaah,ورااه
fze3i,فزعي
idih,ايديه
7oulmi,حلمي
ta7attama,تحطم
wa,واختفى
yaaaa,يااااااا
geffertaaah,قفرتاااه
dower,ضور
nesf,نصف
dowra,ضورة
l3erd,العرض
lbati2,البطيئ
ness,نس
3in,عين
tahi,وتاهي
chafo,شافو
mkhenzer,مخنزر
3tato,وعطاتو
llfou3a,اللفوعة
tkhenzirto,تخنزيرتو
kemmech,كمش
3ino,عينو
7ofra,حفرة
yetla7,يتلاح
7wayjo,حوايجو
maykrah,ميكره
negzat,نقزات
nsiba,النسيبة
lmostaqbaliya,المستقبلية
netqat,نطقات
taltif,تلطيف
jaw,جو
mza7,ومزاح
aslan,اصلا
lmza7,المزاح
raghma,رغم
annaha,انها
sayeda,سيدة
msawba,مصوابة
ya3tik,يعطيك
a,ا
weldi,ولدي
inchaallah,ان شاء الله
ndirouh,نديروه
nfoutouh,ونفوتوه
3wina,عوينة
mankrah,منكره
ktar,كثر
Lhaj,الحاج
ykemmel,يكمل
doun,دون
femmo,فمو
ynte9,ينطق
matl9ay,متلقاي
mochkil,مشكيل
derwich,درويش
7nin,حنين
kaysme3,كيسمع
yerdi,يرضي
manshekro,منشكرو
3e9lo,بعقلو
Ilyas,والياس
kherjo,خرجو
3inihoum,عينيهم
khousousan,خصوصا
lkelma,الكلمة
jabet,جابت
tamam,تمام
khllato,خلاتو
yet3te9,يتعتق
lmawqif,الموقف
fooo9,فوووق
kamel,كامل
tzadouh,تزادوه
nejmat,نجمات
lktaf,فالكتاف
grade,گراد
jalsin,جالسين
b3ad,بعاد
salon,صالون
kbir,كبير
9erreb,قرب
hder,هضر
3endo,وعندو
zher,زهر
lkelb,الكلب
l,بل
ihoudi,ليهودي
bas,بس
chouf,شوف
nadrat,نضرات
bifawetha,بيفوتها
waldik,والديك
tichouf,تيشوف
nafekh,نافه
ktafo,كتافو
9alik,وقاليك
n3el,نعلبوك
bouk,بوك
lmanbar,المانيبر
3t9o,عتقو
lwalid,الوليد
ll7da,اللحضة
wini,ويني
madouzch,مدوزش
lh,ليه
tfoo,تفووو
9oddam,قدام
l3ibad,العباد
mabghinah,مبغيناه
ygoulha,يقولها
tari9a,طريقة
7ases,حاسس
darha,دارها
bel3ani,بلعاني
ygoulia,يقوليا
9oltha,قلتها
mabghach,مبغاش
abiya,ابيا
limin,بليييمين
tikouno,تيكونو
chad,شاد
ded,دد
ma3ndi,معندي
chyakh,شياخ
gharad,غراض
ghanokhrjo,غانخرجو
fera7,فرح
tidouz,تيدوز
mode,مود
silence,سيلونص
dedan,وضدا
ghayjibhoum,غايجيبهم
llahch,اللاااهش
yemken,يمكن
ywaf9,يوافق
mech,مش
akid,اكيد
ba3rfo,بعرفو
bi7eb,بيحب
ikhtilat,الاختلاط
ma3reft,منعرف
n3red,نعرض
Najwa,نجوى
khassni,خاصني
nhder,نهضر
youmayn,يومين
mahderna,مهضرنا
sem3ouhoum,سمعتهم
tahi,تاهي
7da,حدا
had,اللحضة
7tal,حتاال
yw3a,يووعى
9al,قال
ghmmed,غمض
mkemmechhoum,مكممممشهم
ghaydour,غايضور
y7el,يحل
tmnya,ثمنية
l9ertas,القرطااس
kichoufo,كيشوفو
nadra,نضرة
chhadchi,شهاذشي
reb,اربي
lakount,لكنت
merdi,مرضي
7yati,حياتي
merra,مرة
maysem3nich,ميسمعني
lmedfa3,المدفع
tanawi,تناوي
l7lal,الحلال
Najwti,نجيوتي
aa7,اااح
kathedri,كتهضر
selgout,السلگوط
z,ز
zmaan,ز زمااان
jab,جاااب
Zina,زينة
3yana,عيانة
lyom,ليوم
ma9drat,مقدرات
temchi,تمشي
amma,اما
tesm3ek,تسمعك
naari,ناااري
dreb,ضرب
tar,طر
tzidk,تزيدك
tzewej,تزوج
atgoul,اتقوليك
ydir,يدير
khbarek,وخبارك
twsel,توصل
ayyymat,ايييماات
ra9mha,اخذت رقمها
malkoum,ومالكم
makandir,مکندير
kan3awenha,كنعاونها
lbe7t,فالبحث
licence,ليصونص
osskot,اسسسكت
slougiya,اسلوگية
darajat,من درجة
doberman,دوبيرمان
3ndha,عندها
lbe7t,والبحث
khamsin,خمسين
semestre,سوميستر
7sab,حسب
9rayet,قراية
la,لافاك
fac,ديال
lmaghrib,المغريب
tfekker,تفكر
douz,دوز
gha,غالحرب
dog,دوگ
fiiiin,فيييين
jebti,جبتي
nemrtha,نمرتها
yak,ويك
t3awed,تعاود
tle9,طلق
caniche,كانيشة
hahou,هاهو
kdak,كداك
jouj,جوج
kailmat,كلمات
yche9leb,يشقلب
lmek,لمك
lcarte,لكارط
mere,مير
lhiiiih,لهييييه
jales,جالس
kayhder,كيهضر
waa,وااا
setrouni,ستروني
ento9,انطق
t3e9lo,تعقلو
jerroni,جروني
l3abbat,لعابات
9alo,قالو
rajli,راجلي
ta3,تاع
9elbi,قلبي
kount,كنت
kanchte7,تنشطح
eb,اب
kemmel,كمل
kidaret,كيدارت
3tatha,عطاتها
9olt,قلت
ma3loumat,معلومات
Cadi,القاضي
Ayyad,عياض
khousous,دكتوراه
doctorat,دكتوراه
Eylaf,وايلاف
7ello,حلو
femhoum,فمهم
tchweto,تشوطو
zefta,زفطة
neggaz,نقز
may3awed,ميعاود
malkoum,مالكم
ajjel,اجل
tankherbe9,اتنخربق
lmohim,المهيم
chedditha,شديتها
hedya,الهدية
ser,سر
tzelal,تزلال
tana,تانا
lmhna,المهنة
7ek,حك
7chem,حشم
9yas,قياس
l9aha,لقاها
7adra,حادرة
rasha,راسه
7absa,حابسة
khaybha,خيبها
ferta,فرطة
mimti,ميمتي
lfer7a,الفرحة
kan,وكان
maykhessha,ميخصها
be3d,بعد
bghatha,بغاتها
te7der,تحضر
llah,والله
y9edderni,يقدرني
n3iyyechha,نعيشها
3achet,عاشت
a7san,واحسن
l9at,لقات
yferre7ha,يفرحها
ythella,فيها
iwa,ايوى
barakat,بركة
netaf9o,نتافقو
l3e9d,العقد
taf9o,تافقو
l3ersan,العرسان
9olti,قلتي
a7m,احم
wiyaha,وياها
khatafa,خاطفة
l9ahoum,لقاهم
tayfernso,تيفرنسو
khkhkh,خخخ
sem7to,سمحتو
ngoul,نقوليها
liha,عليها
rayi,رايي
ta3tini,تعطيني
rayha,رايها
dik,ساعة
na3tiwkoum,نعطيوكم
khbar,خبار
chno,اشنو
9rrerna,قررنا
iyeh,ايه
weldi,اولدي
lbent,البنت
ysawlo,يسولو
wali,ولي
amr,امر
khalha,خالها
ma9am,مقام
Ali,علي
7e99o,حقو
nodi,نوضي
benti,ابنتي
hedro,وهضرو
binama,بينما
lghda,الغذا
7ani,حاني
mzenneg,مزنگ
awalan,أولا
lferta,الفرطة
we93at,وقعت
ma9aderch,مقااااادرش
ychouf,يشوف
khoh,خوه
yhez,يهز
sbe9,سبق
w9ef,وقف
mabgha,مابغا
fihoum,فيهم
m9ablin,مقابلين
m3ahoum,معاهم
3arefhoum,عارفهم
bghaw,بغاو
ydiro,يديرو
7lef,حلف
vu,vu
khhhhhh,خهههههه
maychouf,ميشوف
fikoum,فيكم
3arefkoum,عارفكم
ghadiro,غاديرو
mrato,مرتو
ghadya,غاديا
l3endo,لعندو
werre9,ورق
tesb9o,تسبقو
ghaydir,غايدير
temmat,تمات
nayda,نايضة
btisama,ابتسامة
khajoula,خجولة
7echmaaaana,حشماااانة
katr3ed,كترعد
mchat,مشات
l9ato,لقاتو
wa9ef,واقف
taytsennaha,تيتسناها
telle3o,تطلعو
bi7okm,بحكم
ma3arefch,معارفش
sebqato,سبقاتو
hwa,وهو
yehz,يهز
ta3,تااع
l9amija,القميجة
sdafi,صدافي
l9eddamiyin,القداميين
niyto,نيتو
yetneffes,يتنفس
7it,حيث
tdghat,تضغط
tziyyer,تزير
aji,واجي
fehhemhoum,فهمهم
billla,بالي
manawich,مناويش
khzit,خزيت
l7aaaq,لحااااق
biyfta7,بيفتح
zrar,ازرار
l9amis,القميس
nari,نري
3ndak,عنداك
goul,قوليه
lih,ليتفرق
l7ram,لحرام
jer,جر
zmer,زمر
tferr9o,تفرقو
hder,وهضر
9rib,قريب
wednha,لوذنها
darija,دارجة
tzengat,تزنگات
kherjat,وخرجات
katchouf,كتشوف
khouha,خوها
kan,الي كان
mlahi,ملاهي
kay9ad,كيقاد
mkhdda,مخدة
waraha,وراه
def3at,دفعات
merfeqha,مرفقها
khafat,خافت
khoutha,خوتها
ysem3o,يسمعو
Eylaf,ايلااااف
7alali,حلالي
walaw,ولووو
chta9t,اشتقت
esma3,اسمع
ahatik,اهاتك
wa7atik,واحاتك
anti,وانتي
tayra,طايرة
m3i,معي
sma,سما
khallas,خلص
tmouti,تموتي
llila,الليلة
mahrab,مهرب
aaalahech,اااالاهش
t3ellemti,تعلمتي
alahech,الاهش
tiy3elmek,تيعلمك
mrat,مرات
fer7anin,فرحانين
dyaf,ضياف
7tito,حتيتو
tlaha,تلاهى
kayhedro,كيهضرو
rba3a,رباعة
jama3a,جماعة
7ess,حس
katneffes,كتنفس
ma7douda,محدودة
khellah,خلاه
khouf,خوف
katneffsi,كتنفسي
ma3reftch,ماعرفتش
tte9l,الثقل
katdyaq,كتدياق
ma3lich,ماعليش
ysemme7,يسمح
iddo,ايدو
deweza,دوزها
7anan,حنان
7oub,حب
7adaqathom,حدقاتهم
kaywsa3o,كيوساعو
ghattawhoum,غطاوهم
jfounha,جفونها
7echmat,حشمة
neteq,ونطق
mennek,منك
tel3at,طلعات
lfo9,الفوق
kater3ed,كترعد
7echma,الحشمة
tawattor,بتوتر
hawa,وهو
tabe3ha,تابعها
yedreb,يضرب
kfouf,كفوف
dekhlat,دخلات
salon,الصالون
s9iiiiil,صقييييل
ycheddha,يشدها
iddha,ايدها
jerrha,وجرها
daha,داها
9ent,مخبي
mkhebbi,مخبي
lbab,الباب
dfe3ha,دفعها
na7iyat,ناحية
sedro,صدرو
ma7tal,محتال
tehder,تهضر
wakhed,واخذ
7ettha,حطها
wara,ورا
che3rha,شعرها
lid,وليد
tanya,ثانية
khserha,خصرها
m9errebha,مقربها
m,م
khesla,خصلة
touuulha,طوووولها
9errebha,قربها
menkhro,لمنخرو
kemmel,وكمل
tlmassha,تلماسها
kandir,كندير
bent,ابنت
Rifa3i,الرفاعي
7iyyed,حيد
yji,يجي
khali,خالي
khalek,خالك
tnod,تنوض
lqiyama,القيامة
ster,ستر
khti,ختي
lyom,اليوم
ghda,غدا
chefti,شفتي
chno,شحال
khatiiiir,خطييييير
hhhh,ههههه
Youuuussef,يووووووسف
nwiwira,نويويرة
ntaaa3o,نتاااعو
ch7aaaal,شحاااال
7atthatoum,حاطهم
mennoum,منهم
ghamdat,غمضات
mtwattra,متوترة
9orbo,قربو
daraja,الدرجة
awwel,اول
kayqerreb,كيقرب
7ettat,حطات
bas,باس
7nekha,حنكها
rje3,رجع
mobtasim,مبتاسم
neteq,نطق
derna,درنا
khemstach,خمسطاش
mezyan,مزيان
kherjat,خرجات
mazrebnach,مزربناش
lin,لين
bellati,بلاتي
gles,جلس
ntfahemo,نتفاهمو
be33ed,بعد
lalla,الالة
lyam,ليام
tweli,تولي
7lali,حلالي
yferreqni,يفرقني
glets,جلسات
7dah,حداه
sdari,سداري
lmerra,هاد المرة
jiddiya,جدية
ma3ndna,معندنا
net3etlo,نتعطلو
mazal,مزال
llazem,اللازم
hani,هاني
lamta,لامتا
khayfa,خايفة
tgouli,تقولي
khatri,خاطري
khatrek,خاطرك
simanat,سيمانات
nwjed,نوجد
netqadda,نتقدا
ykhessni,يخصني
l7wayej,الحوايج
rak,واراك
ferkat,فركات
tawattor,توثر
chabekha,شابكها
7ettha,وحطها
fkhdo,فخدو
mziyyyer,مزيييررر
zin,زين
khessatek,خصاتك
flous,فلوس
twejdiha,توجديها
nharha,نهارها
khoudi,خودي
3ejbek,عجبك
3lach,وعلاش
9edditi,قديتي
7wayej,حوايج
ghanjibhoum,غانجيبهم
dhaz,دهاز
ma9alat,على مقالت
lwalida,الوليدة
ghandiro,غانديرو
3e9d,عقد
tatwejdi,تتوجدي
maghadi,مغادي
ne7remek,نحرمك
wnalo,من والو
mimtek,ميمتك
maghadich,مغاديش
ne7remha,نحرمها
t7eqqe9,تحقق
7olmha,حلمها
tchoufek,تشوفك
3roussa,عروسة
3ersek,عرسك
ah,اه
katlewleb,كتلولب
tayfernes,تيفرنس
hhhh,هحح
chnoo,شنوو
niytek,نيتك
7eq9,حق
rebbi,ربي
manroddha,منردها
wejhek,وجهك
def3ato,دفعاتو
khajal,خجل
Youuuussef,يووووسف
Youuuussra,يووووسرى
hennini,هنيني
khellina,خلينا
ndouzo,ندوزو
khetra,خطرة
dekhla,دخلة
n3icho,ونعيشو
l3omr,العمر
koullo,كلو
n7eqqe9,نحقق
mama,ماما
sber,صبر
we9t,وقت
kaykhess,كيخص
darouri,ضروري
n2ajjlouh,ناجلوه
twled,تولد
anaari,اناااري
baqi,باقي
ghaybqa,غايبقى
chehr,شهر
ness,نص
mandiro,منديرو
momkin,ممكن
9el,قل
n7emdo,نحمدو
lwe9t,الوقت
maysme7ch,ميسمحش
zherha,زهرها
akher,اخر
jomla,جملة
malha,مالها
mamt2akdach,ممتأكداش
control,كونطرول
jay,جاي
nt2aked,نتاكد
ykhelik,يخليك
matkhle3inich,متخلعينيش
waq3a,واقعة
matkhafch,متخافش
thamen,ثامن
fato,فاتو
tkhataat,تخطات
mer7alat,مرحلة
lkhatar,الخطر
makay3nich,مكييعنيش
anno,انه
ay,لحضة
le7da,لحضة
ma3reftch,معرفتش
ngoul,نقول
tebqa,تبقى
binatna,بيناتنا
mabghitch,مبغييتش
nkhle3ha,نخلعها
nebghi,نبغي
matketterch,متكترش
lmchi,المشي
dert,ذرت
korsi,كرسي
lwalda,الوالدة
kangoulo,كنقولو
me7loula,محلولة
ghaybdawha,غايبذاوها
taqallousat,تقلصات
kathira,كثيرة
btida2an,ابتداء
sabe3,سابع
kay3icho,كيعيشو
ma7sen,ماحسن
iktimal,الاكمال
lkerch,الكرش
a7sen,أحسن
l7adina,الحاضنة
nadedt,ناضت
ghatberzetni,غاتبرزطني
doctora,دكتورة
mtb3a,متبعا
wa3edtha,واعدتها
n7afed,نحافض
weldha,ولدها
wa3d,ووعد
l7orr,الحر
dayn,دين
sghira,صغيرة
raha,راها
mkabra,مكابرة
mkrefsa,مكرفصة
t3eddeb,تعذب
lwilada,الولادة
ghandir,غاندير
كتر,كتر
jehdi,جهدي
sahla,ساهمة
khayfin,خايفين
mnno,منو
mabghinahach,مبغيناهاش
tase3,تاسع
idtirabat,اضطرابات
lmochkila,المشكيلة
mamfakch,ممفاكش
lbatal,البطل
3ammo,عمو
hadak,هذاك
yched,يشد
waldih,والديه
mached,مشد
cheddat,شدة
l3ma,العما
delma,ضلمة
madmerch,مدمرش
makafa7ch,مكافحش
ma3tamedch,ماعتامدش
ma7arebch,محاربش
makanch,ومكانش
chdid,شديد
y7elfo,يحلفو
bih,به
3alaqa,علاقة
laho,له
Ramsis,رمسيس
a77,احح
weldna,ولدنا
bniya,بنية
nzowejha,نجوجها
bwah,بوه
wakhaaa,وخااا
majatch,مجاتش
kano,وكانو
lewlad,الولاد
bghaha,بغاها
tand7ko,تنضحكو
safi,وصافي
matemchi,متمشي
mchakk,مشاك
lmohim,المهم
bikhir,بيخير
3la,وعلى
daz,داز
hebto,وهبطو
lqawhoum,لقاوهم
mjemm3in,مجمعين
7aaawel,حاااول
amkan,امكن
3la,بعيد
bqaw,بقاو
kayhedro,يهضرو
bleghouhoum,بلغوهم
9ararhoum,قرارهم
l3e9d,بالعقد
be3dha,بعدها
telqat,طلقت
zaghrouta,زغروتة
lsan,لسان
mert,مرت
tanya,تانية
talta,ثالثة
bareko,باركو
nado,ناضو
sellemo,سلمو
walidihoum,واليديهم
7ader,حادر
7eddo,حدو
sellem,سلم
3inaq,عناق
akhawi,اخوي
rajoul,رجول
tebteb,طبطب
ketfo,كتفو
khebet,خبط
mayghres,ميغرس
m9erreb,مقرب
9ayel,قايل
mabrouk,مبروك
maderti,مدرتي
lkhir,بالخير
7edder,حضر
3e9lek,عقلك
wzen,وزن
klamak,كلامك
3ref,وعرف
ma3nah,معناه
matnetqo,متطقو
t7emmel,تحمل
mas2oulitek,مسؤليتك
mawzouna,الموزونة
tenf3ek,تنفعك
7yatek,حياتك
tfahomna,تفاهمنا
3awed,عاود
berrek,برك
3sser,عصر
alam,الالم
khoya,اخويا
sme7,سمح
7en7en,حنحن
rfe3,رفع
sawto,صوته
mghlldo,مغلضو
7ajtek,حاجتك
bghitiha,بغيتيها
goulha,قولها
l9a3ida,بالقاعدة
teleb,طلب
yemne3k,يمنعك
fer7tek,فرحتك
Youssef,ايوسف
merti,مرتي
salama,بسلامة
l3aqiqa,العقيقة
maykoun,وميكون
neggez,نقز
laaaa,لاااا
ferrecha,فرشها
lssano,لسانو
ytbez,يطبز
hatak,هاتك
stelim,استلم
enta,انت
ba2a,بقا
dkhalt,دخلت
rreb,الرب
ljalil,الجليل
Fouaaad,افؤاااد
serfeq,صرفق
ma7ilto,محيلتو
yfre7,يفرح
yetfeqess,يتفقص
slouka,سلوكة
a7asis,احاسيس
tkherbqo,تخربقو
Hmiddd,حمييييييييد
